,title,spec_list,price,rate,opinion
267,츠바키 프리미엄 모이스트 샴푸 490ml,"'모든 모발용', '일반샴푸', '머릿결개선', '향', '촉촉함(수분공급)'","10,640원",4.8,318
268,비욘드 딥클린 쿨링 샴푸 450ml,"'모든 모발용', '일반샴푸', '비듬케어'","11,850원",4.7,611
269,케라시스 내추럴 레시피 코코넛 오일 샴푸 1000ml,"'지성', '건성', '민감성', '가는 모발용', '염색 모발용', '웨이브 모발용', '손상 모발용', '모든 모발용', '일반샴푸', '퍼퓸샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '상쾌함', '촉촉함(수분공급)', '유분제거', '청량감', '파라벤 프리', '약산성', '볼륨효과', '손상케어', '모발영양'","8,790원",4.7,136
270,오타닉 딥 클린 샴푸 330ml,"'일반샴푸', '세정력', '풍부한 거품', '촉촉함(수분공급)', '각질케어', '유분제거', '청량감', '파라벤 프리', '약산성'","18,500원",4.9,733
271,박준 컬러 보색 씨씨크림 샴푸 300ml,"'염색 모발용', '손상 모발용', '모든 모발용', '일반샴푸', '산성샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '상쾌함', '저자극', '촉촉함(수분공급)', '실리콘 프리', '약산성', '손상케어', '모발영양'","12,900원",4.4,215
272,헤어플러스 단백질 본드 샴푸 건성 손상 모발용 50ml,"'건성', '손상 모발용', '일반샴푸', '머릿결개선', '풍부한 거품', '저자극', '촉촉함(수분공급)', '파라벤 프리', '약산성', '손상케어', '모발영양'",410원,4.7,101
273,미쟝센 퍼펙트 세럼 미셀라 샴푸 680ml,"'두피샴푸', '세정력', '상쾌함'","3,250원",4.7,941
274,닥터그루트 손상모발용 샴푸 400ml,"'모든 모발용', '머릿결개선', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '모발영양'","13,690원",4.7,289
275,앙방 퍼퓸 헤어케어 샴푸 메리미달링 1000ml,"'지성', '건성', '민감성', '일반샴푸', '천연샴푸', '비듬샴푸', '산성샴푸', '두피샴푸', '퍼퓸샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '저자극', '촉촉함(수분공급)', '각질케어', '실리콘 프리', '약산성', '손상케어'","17,900원",4.7,335
276,댕기머리 들애 수 샴푸 500ml,"'한방샴푸', '세정력', '향', '상쾌함', '저자극', '촉촉함(수분공급)', '각질케어', '모발영양'","15,030원",4.7,"1,801"
277,닥터그루트 애딕트 페어프리지아 샴푸 680ml,"'모든 모발용', '머릿결개선', '세정력', '풍부한 거품', '향', '트러블케어', '유분제거', '볼륨효과', '모발영양'","30,500원",4.7,165
278,로레알파리 드림랭스 샴푸 450ml,"'일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '촉촉함(수분공급)', '각질케어', '손상케어', '모발영양'","9,430원",4.8,203
279,트리트룸 시그니처 샴푸 화이트머스크 1077ml,"'모든 모발용', '일반샴푸', '세정력', '풍부한 거품', '향', '촉촉함(수분공급)', '유분제거', '파라벤 프리', '비듬케어', '약산성', '모발영양'","9,810원",4.3,"1,268"
280,안달로우 아르간 스템셀 에이지 디파잉 샴푸 340ml,"'모든 모발용', '건성', '파라벤 프리'","13,200원",4.6,"1,534"
281,케라시스 러블리 앤 로맨틱 퍼퓸 샴푸 980ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '저자극', '촉촉함(수분공급)', '청량감', '모발영양'","4,900원",4.7,89
282,아로마티카 로즈마리 스칼프 스케일링 샴푸 1000ml,"'모든 모발용', '일반샴푸', '세정력', '촉촉함(수분공급)', '각질케어', '계면활성제 프리', '실리콘 프리', '모발영양'","23,370원",4.7,356
283,웰라프로페셔널 SP 클리어 스캘프 샴푸 1000ml,"'지성', '비듬샴푸', '비듬케어'","24,980원",4.7,258
284,아윤채 리밸런싱 샴푸 모이스트 500g,"'일반샴푸', '세정력', '향', '상쾌함', '촉촉함(수분공급)', '각질케어', '실리콘 프리'","39,900원",4.8,537
285,밀크바오밥 세라 샴푸 화이트 솝 1200ml,"'손상 모발용', '모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '촉촉함(수분공급)', '손상케어', '모발영양'","11,960원",4.7,886
286,암웨이 새티니크 안티 댄드러프 샴푸 750ml,"'모든 모발용', '두피샴푸', '세정력', '상쾌함', '촉촉함(수분공급)', '비듬케어'","27,660원",4.7,524
287,꽃을든남자 하수오 한방 샴푸 1000ml,"'민감성', '손상 모발용', '한방샴푸', '비듬케어'","6,020원",4.7,109
288,미쟝센 화이트 머스크 퍼퓸 샴푸 1100ml,"'퍼퓸샴푸', '향', '머릿결개선'","4,750원",4.8,"1,301"
289,려 함빛 극손상 케어 샴푸 500g,"'손상 모발용', '한방샴푸', '손상케어'","4,990원",4.8,997
290,달리프 갈락토미세스 베러 퍼퓸 샴푸 일랑로즈 1000ml,"'모든 모발용', '약산성', '실리콘 프리', '파라벤 프리'","11,610원",4.7,"5,339"
291,웰라프로페셔널 엘리먼츠 리뉴잉 샴푸 1000ml,"'모든 모발용', '일반샴푸', '세정력', '풍부한 거품', '향', '저자극', '촉촉함(수분공급)', '계면활성제 프리', '파라벤 프리', '손상케어', '모발영양'","39,200원",4.8,102
292,헤드앤숄더 클리니컬 스트렝스 비듬 지성 샴푸 700ml,"'지성', '모든 모발용', '비듬샴푸', '두피샴푸', '세정력', '상쾌함', '저자극', '각질케어', '청량감', '비듬케어', '손상케어'","15,800원",4.7,327
293,라보에이치 페어 앤 프리지아 샴푸 400ml,"'모든 모발용', '일반샴푸', '향', '각질케어', '계면활성제 프리', '실리콘 프리'","15,960원",4.8,59
294,RAUSCH 씨위드 디그리징 샴푸 200ml,"'지성', '일반샴푸', '세정력'","18,500원",4.8,957
295,댕기머리 내추럴온 티트리 쿨샴푸 1000ml,"'지성', '모든 모발용', '탈모샴푸', '두피샴푸', '한방샴푸', '머릿결개선', '세정력', '풍부한 거품', '촉촉함(수분공급)', '모발영양'","10,030원",4.6,469
296,자브 파워 플러스 쿨 샴푸 1000ml,"'일반샴푸', '비듬케어', '상쾌함'","4,190원",4.7,498
297,리즈케이 알블랙 샴푸 450ml,"'모든 모발용', '일반샴푸', '세정력', '저자극'","19,010원",4.5,466
298,애시드 샴푸 1000ml,"'산성샴푸', '비듬샴푸', '실리콘 프리', '탈모샴푸'","5,040원",4.7,780
299,밀크바오밥 샴푸 화이트머스크 1000ml,"'모든 모발용', '촉촉함(수분공급)', '약산성'","11,800원",4.7,536
300,프레시팝 두피 클렌징 모히또 샴푸 1100ml,"'모든 모발용', '일반샴푸', '세정력', '풍부한 거품', '향', '상쾌함', '약산성', '모발영양'","8,170원",4.8,139
301,플랑플랑 익스트라 에너자이징 샴푸 1500ml,"'지성', '건성', '세정력', '향', '저자극', '촉촉함(수분공급)', '손상케어'","20,240원",4.9,131
302,엘라스틴 실크리페어 베이비파우더향 샴푸 550ml,"'모든 모발용', '머릿결개선', '향', '촉촉함(수분공급)', '손상케어', '모발영양'","3,600원",4.8,"1,147"
303,제이숲 실크케라틴 샴푸 1000ml,"'염색 모발용', '손상 모발용', '모든 모발용', '일반샴푸', '퍼퓸샴푸', '머릿결개선', '세정력', '풍부한 거품', '촉촉함(수분공급)', '약산성', '볼륨효과', '손상케어', '모발영양'","22,240원",4.7,730
304,비욘드 딥 모이스처 샴푸 450ml,"'모든 모발용', '일반샴푸', '세정력', '향', '촉촉함(수분공급)', '실리콘 프리', '약산성', '모발영양'","12,810원",4.7,411
305,밀도랩 에센풀 헤어 샴푸 310ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '약산성'","35,000원",4.2,"2,296"
306,에퓨놀 바이옴 샴푸 500ml,"'민감성', '손상 모발용', '모든 모발용', '탈모샴푸', '비듬샴푸', '두피샴푸', '세정력', '풍부한 거품', '트러블케어', '유분제거', '비듬케어', '약산성', '볼륨효과'","91,900원",4.6,134
307,닥터바이오 랩업 샴푸 750ml,"'모든 모발용', '두피샴푸', '머릿결개선', '향', '트러블케어', '약산성', '손상케어'","20,200원",4.6,636
308,프레시팝 제주녹차 우려낸 샴푸 민감성 두피용 700ml,"'민감성', '일반샴푸', '향', '촉촉함(수분공급)', '파라벤 프리', '실리콘 프리'","6,690원",4.7,496
309,미쟝센 살롱 플러스 클리닉 10 극손상모발용 샴푸 500ml,"'손상 모발용', '모든 모발용', '일반샴푸', '머릿결개선', '풍부한 거품', '약산성', '손상케어', '모발영양'","7,040원",4.8,610
310,클로란 피오니 샴푸 400ml,"'모든 모발용', '민감성', '촉촉함(수분공급)', '저자극'","11,290원",4.7,621
311,하이앙포레 프리미엄 샴푸 600g,"'일반샴푸', '세정력', '저자극', '촉촉함(수분공급)', '약산성'","28,000원",4.7,280
312,부케가르니 나드 딥클렌징 두피샴푸 1000ml,"'지성', '민감성', '가는 모발용', '모든 모발용', '두피샴푸', '머릿결개선', '세정력', '풍부한 거품', '상쾌함', '촉촉함(수분공급)', '트러블케어', '각질케어', '유분제거', '비듬케어', '손상케어'","12,900원",4.6,"2,037"
313,하나로 플러스 비듬 두피 케어 샴푸 680g,"'일반샴푸', '비듬샴푸', '비듬케어'","2,550원",4.6,844
314,퍼펙트퓨젼 PH5.0 클렌징 샴푸 1000ml,"'일반샴푸', '약산성', '세정력'","4,460원",4.8,717
315,엘라스틴 피토케라틴 모이스처 샴푸 680ml,"'모든 모발용', '일반샴푸', '촉촉함(수분공급)'","3,400원",4.7,968
316,더바디샵 진저 스캘프 케어 샴푸 250ml,"'모든 모발용', '건성', '비듬케어'","12,960원",4.7,421
317,헤드앤숄더 쿨 멘솔 샴푸 1200ml,"'모든 모발용', '머릿결개선', '풍부한 거품', '향', '상쾌함', '촉촉함(수분공급)', '트러블케어', '비듬케어'","9,470원",4.6,451
318,어네이즈 컬러 토닝 샴푸 실버 그레이 290ml,"'모든 모발용', '일반샴푸', '손상케어', '모발영양'","25,000원",4.7,"3,650"
319,수앤 168 단백질 샴푸 530ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '저자극', '촉촉함(수분공급)', '유분제거', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '약산성', '볼륨효과', '손상케어', '모발영양'","19,520원",4.4,16
320,미쟝센 살롱 플러스 클리닉 10 건조모발용 샴푸 500ml,"'건성', '모든 모발용', '일반샴푸', '머릿결개선', '풍부한 거품', '촉촉함(수분공급)', '약산성', '손상케어', '모발영양'","9,930원",4.7,307
321,아로마티카 티트리 퓨리파잉 지성 두피용 샴푸 1000ml,"'지성', '일반샴푸', '풍부한 거품', '상쾌함', '유분제거', '계면활성제 프리', '실리콘 프리'","22,550원",4.8,70
322,에스테티카 데미지 케어 샴푸 염색 웨이브 모발용 1000ml,"'염색 모발용', '웨이브 모발용', '일반샴푸', '머릿결개선', '약산성', '손상케어'","8,520원",4.7,500
323,도브 데일리 샤인 샴푸 680ml,"'모든 모발용', '일반샴푸', '머릿결개선', '촉촉함(수분공급)', '손상케어', '모발영양'","3,590원",4.7,555
324,엘라스틴 모이스처라이징 샴푸 2100ml(리필),"'모든 모발용', '일반샴푸', '촉촉함(수분공급)'","6,430원",4.7,533
325,빅그린 23 센시티브 스칼프 샴푸 1000ml,"'민감성', '모든 모발용', '풍부한 거품', '향', '저자극', '촉촉함(수분공급)', '각질케어', '약산성', '모발영양'","22,000원",4.6,838
326,엘라스틴 프로폴리테라 안티에이징 건조하고 손상된 모발용 샴푸 500ml,"'손상 모발용', '모든 모발용', '일반샴푸', '머릿결개선', '세정력', '모발영양'","10,280원",4.8,213
327,쿤달 쿨 앤 클리어 스칼프 리프레싱 쿨 샴푸 아쿠아민트 1058ml,"'모든 모발용', '일반샴푸', '세정력', '풍부한 거품', '향', '상쾌함', '저자극', '청량감', '파라벤 프리', '약산성'","15,900원",4.7,"1,428"
328,메다비타 뜨레딴테 안티카두타 두피 강화 샴푸 250ml,"'모든 모발용', '탈모샴푸', '두피샴푸', '세정력', '풍부한 거품', '모발영양'","20,000원",4.7,277
329,판토모나 안티헤어로스 지성용 샴푸 500ml,"'지성', '세정력', '모발영양'","13,180원",4.6,"1,133"
330,클로란 아쿠아민트 딥클렌징 샴푸 400ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '상쾌함', '저자극', '촉촉함(수분공급)', '청량감'","13,050원",4.8,342
331,헤드앤숄더 실키클린 샴푸 850ml,"'머릿결개선', '세정력', '촉촉함(수분공급)', '비듬케어'","6,990원",4.7,719
332,미쟝센 스무스 앤 실키 모이스처 샴푸 780ml,"'모든 모발용', '건성', '촉촉함(수분공급)'","3,300원",4.7,"1,178"
333,소망화장품 엠세라드 NMF 애시드 샴푸 1000ml,"'염색 모발용', '웨이브 모발용', '모든 모발용', '산성샴푸', '촉촉함(수분공급)'","5,250원",4.7,621
334,려 생발효 인삼 샴푸 400ml,"'모든 모발용', '일반샴푸', '두피샴푸', '머릿결개선', '세정력', '촉촉함(수분공급)', '각질케어', '모발영양'","20,190원",4.8,333
335,슈바츠코프 굿바이 옐로우 샴푸 300ml,"'모든 모발용', '일반샴푸', '세정력', '풍부한 거품', '저자극', '약산성'","10,900원",4.7,264
336,아모스 칼라 포스 프로텍티브 샴푸 500ml,"'모발보호', '약산성', '세정력'","9,120원",4.7,738
337,쿤달 허니 앤 마카다미아 네이처 샴푸 화이트머스크 500ml,"'일반샴푸', '세정력', '풍부한 거품', '향', '저자극', '파라벤 프리', '볼륨효과', '손상케어', '모발영양'","7,950원",4.6,885
338,미쟝센 에이징 케어 콜라겐 샴푸 680ml,"'모든 모발용', '세정력', '풍부한 거품'","3,050원",4.8,"1,619"
339,리엔 자윤 서향 샴푸 950ml,"'모든 모발용', '향', '머릿결개선'","6,870원",4.7,286
340,야매주부 이브 비건 샴푸 500ml,"'모든 모발용', '일반샴푸', '세정력', '풍부한 거품', '향', '상쾌함', '저자극', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '약산성'","29,000원",4.7,"1,001"
341,비욘드 프로페셔널 디펜스 샴푸 썸머브리즈 에디션 1000ml,"'모든 모발용', '일반샴푸', '세정력', '향', '상쾌함', '모발영양'","36,000원",4.8,"2,661"
342,무백 자몽 워터 샴푸 500ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '저자극', '촉촉함(수분공급)', '약산성', '손상케어', '모발영양'","16,200원",4.8,859
343,쿤달 허니 앤 마카다미아 네이처 샴푸 화이트 머스크 1058ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '풍부한 거품', '향', '저자극', '촉촉함(수분공급)', '파라벤 프리', '약산성', '손상케어', '모발영양'","15,900원",4.8,933
344,꽃을든남자 레드플로 동백 헤어 샴푸 750ml,"'모든 모발용', '일반샴푸', '촉촉함(수분공급)', '손상케어'","4,400원",4.8,174
345,닥터포헤어 세범 컨트롤 지성 샴푸 500ml,"'지성', '건성', '민감성', '모든 모발용', '일반샴푸', '비듬샴푸', '산성샴푸', '두피샴푸', '세정력', '풍부한 거품', '향', '상쾌함', '저자극', '촉촉함(수분공급)', '트러블케어', '유분제거', '청량감', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '약산성', '모발영양'","19,800원",4.7,"1,876"
346,바론 모링가 리프레쉬 샴푸 1000g,"'지성', '모든 모발용', '일반샴푸', '비듬샴푸', '두피샴푸', '머릿결개선', '세정력', '풍부한 거품', '상쾌함', '저자극', '촉촉함(수분공급)', '트러블케어', '각질케어', '유분제거', '청량감', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '비듬케어', '약산성', '모발영양'","13,190원",4.7,"1,145"
347,아도르 안티 옐로우 보색 샴푸 300ml,"'염색 모발용', '산성샴푸', '모발영양'","15,160원",4.5,"1,489"
348,케라시스 엘레강스 앰버 퍼퓸 샴푸 600ml,"'모든 모발용', '촉촉함(수분공급)', '향'","2,920원",4.7,659
349,마뉴팍투라 맥주 샴푸 300ml,"'일반샴푸', '비듬샴푸', '세정력'","12,000원",4.7,"1,864"
350,마키사키 아사이 데일리 샴푸 1000ml,"'모든 모발용', '촉촉함(수분공급)'","12,000원",4.7,880
351,세바메드 안티 댄드러프 샴푸 1000ml,"'지성', '모든 모발용', '일반샴푸', '비듬샴푸', '세정력', '풍부한 거품', '저자극', '각질케어', '비듬케어'","25,600원",4.9,258
352,마잘 아이언 샴푸 500g,"'모든 모발용', '일반샴푸', '향', '저자극', '촉촉함(수분공급)', '트러블케어', '모발영양'","38,000원",4.8,529
353,르네휘테르 토뉘시아 샴푸 200ml,"'모든 모발용', '일반샴푸', '향', '촉촉함(수분공급)', '모발영양'","13,980원",4.8,97
354,발머스 M 샴푸 300ml,"'모든 모발용', '저자극', '촉촉함(수분공급)'","28,000원",4.8,967
355,엘라스틴 아보카도 허니 단백질 샴푸 1350ml,"'모든 모발용', '손상케어', '촉촉함(수분공급)'","5,300원",5.0,"2,465"
356,마녀공장 바닐라 부티크 허그 퍼퓸 샴푸 500ml,"'모든 모발용', '일반샴푸', '세정력', '향', '촉촉함(수분공급)', '모발영양'","10,590원",4.6,823
357,박준 프로틴 LPP 샴푸 1000ml,"'모든 모발용', '일반샴푸', '머릿결개선', '세정력', '향', '저자극', '촉촉함(수분공급)', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '약산성', '손상케어', '모발영양'","15,970원",4.6,"1,207"
358,오가니스트 내추럴 체리블라썸 수분 샴푸 200ml,"'모든 모발용', '촉촉함(수분공급)', '파라벤 프리', '실리콘 프리'","1,490원",4.7,528
359,아모스 녹차실감 중건성 샴푸액 500g,"'탈모샴푸', '건성', '촉촉함(수분공급)'","13,300원",4.8,513
360,츠바키 프리미엄 리페어 샴푸 490ml,"'모든 모발용', '일반샴푸', '세정력', '향', '저자극', '손상케어'","10,640원",4.8,376
361,엘라스틴 마스터 블렌드 미셀라 클렌징 샴푸 770ml,"'일반샴푸', '세정력', '향', '상쾌함', '촉촉함(수분공급)', '각질케어', '유분제거', '청량감', '계면활성제 프리', '파라벤 프리', '실리콘 프리', '손상케어'","8,070원",4.7,244
362,팬틴 PRO-V 헤어스파 실키 스무드 케어 샴푸 500ml,"'모든 모발용', '일반샴푸'', '촉촉함(수분공급)'","3,650원",4.8,166
363,딥 폴리큐어 샴푸 500ml,"'모든 모발용', '일반샴푸', '세정력', '저자극', '촉촉함(수분공급)', '각질케어', '비듬케어', '볼륨효과', '모발영양'","25,000원",4.8,414
364,파놀라 노옐로우 보색샴푸 350ml,"'염색 모발용', '향', '저자극'","15,900원",4.6,847
365,르네휘테르 아스테라 프레시 수딩 샴푸 200ml,"'두피샴푸', '모든 모발용', '촉촉함(수분공급)'","16,770원",4.6,190
